"result"	"ts"	"remark"	"taskid"	"parentId"	"qualresult"	"testid"	"resultMVIndicator"	"date"	"QCStateLabel"	"resultOORIndicator"	"runid"	"Id"	"performedby"	"Description"	"resultNumber"	"resultInRange"	"units"	"unitsMVIndicator"	"project"	"account"	"method"	"enddate"	"requestid"
"1413.0"	"2010-05-24 14:35:40.0"	""	""	"b7e15b1e-b8bb-102d-8c2a-9926f351b9ae"	""	"CD4"	""	"2001-10-08 00:00:00.0"	"Completed"	""	"b7e15b1e-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"id id tincidunt fermentum"	"1413.0"	"1413.0"	""	""	""	""	""	""	""
"2073.0"	"2010-05-24 14:35:40.0"	""	""	"b7e15b1e-b8bb-102d-8c2a-9926f351b9ae"	""	"CD8"	""	"2001-10-08 00:00:00.0"	"Completed"	""	"b7e15b1e-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"quisque sagittis dictum sit"	"2073.0"	"2073.0"	""	""	""	""	""	""	""
"552.0"	"2010-05-24 14:35:40.0"	""	""	"b7dd72d1-b8bb-102d-8c2a-9926f351b9ae"	""	"CD20"	""	"2001-10-22 00:00:00.0"	"Completed"	""	"b7dd72d1-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"class pulvinar vel inceptos"	"552.0"	"552.0"	""	""	""	""	""	""	""
"2508.0"	"2010-05-24 14:35:40.0"	""	""	"b7dd72d1-b8bb-102d-8c2a-9926f351b9ae"	""	"CD3"	""	"2001-10-22 00:00:00.0"	"Completed"	""	"b7dd72d1-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"facilisi malesuada ridiculus"	"2508.0"	"2508.0"	""	""	""	""	""	""	""
"1140.0"	"2010-05-24 14:35:40.0"	""	""	"b7dd72d1-b8bb-102d-8c2a-9926f351b9ae"	""	"CD4"	""	"2001-10-22 00:00:00.0"	"Completed"	""	"b7dd72d1-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"lacus arcu aenean tristique"	"1140.0"	"1140.0"	""	""	""	""	""	""	""
"1395.0"	"2010-05-24 14:35:40.0"	""	""	"b7dd72d1-b8bb-102d-8c2a-9926f351b9ae"	""	"CD8"	""	"2001-10-22 00:00:00.0"	"Completed"	""	"b7dd72d1-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"magnis elementum fusce libero"	"1395.0"	"1395.0"	""	""	""	""	""	""	""
"498.0"	"2010-05-24 14:35:40.0"	""	""	"b7dd6f13-b8bb-102d-8c2a-9926f351b9ae"	""	"CD20"	""	"2001-11-05 00:00:00.0"	"Completed"	""	"b7dd6f13-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"neque sed id venenatis est"	"498.0"	"498.0"	""	""	""	""	""	""	""
"4531.0"	"2010-05-24 14:35:40.0"	""	""	"b7dd6f13-b8bb-102d-8c2a-9926f351b9ae"	""	"CD3"	""	"2001-11-05 00:00:00.0"	"Completed"	""	"b7dd6f13-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"at vitae in nec sed quisque"	"4531.0"	"4531.0"	""	""	""	""	""	""	""
"1747.0"	"2010-05-24 14:35:40.0"	""	""	"b7dd6f13-b8bb-102d-8c2a-9926f351b9ae"	""	"CD4"	""	"2001-11-05 00:00:00.0"	"Completed"	""	"b7dd6f13-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"rutrum fringilla placerat"	"1747.0"	"1747.0"	""	""	""	""	""	""	""
"2665.0"	"2010-05-24 14:35:40.0"	""	""	"b7dd6f13-b8bb-102d-8c2a-9926f351b9ae"	""	"CD8"	""	"2001-11-05 00:00:00.0"	"Completed"	""	"b7dd6f13-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"turpis potenti tellus nibh"	"2665.0"	"2665.0"	""	""	""	""	""	""	""
"477.0"	"2010-05-24 14:35:40.0"	""	""	"b7e16b43-b8bb-102d-8c2a-9926f351b9ae"	""	"CD20"	""	"2001-11-19 00:00:00.0"	"Completed"	""	"b7e16b43-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"pellentesque maecenas in"	"477.0"	"477.0"	""	""	""	""	""	""	""
"3540.0"	"2010-05-24 14:35:40.0"	""	""	"b7e16b43-b8bb-102d-8c2a-9926f351b9ae"	""	"CD3"	""	"2001-11-19 00:00:00.0"	"Completed"	""	"b7e16b43-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"gravida luctus nam tristique"	"3540.0"	"3540.0"	""	""	""	""	""	""	""
"1366.0"	"2010-05-24 14:35:40.0"	""	""	"b7e16b43-b8bb-102d-8c2a-9926f351b9ae"	""	"CD4"	""	"2001-11-19 00:00:00.0"	"Completed"	""	"b7e16b43-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"consequat convallis enim"	"1366.0"	"1366.0"	""	""	""	""	""	""	""
"2203.0"	"2010-05-24 14:35:40.0"	""	""	"b7e16b43-b8bb-102d-8c2a-9926f351b9ae"	""	"CD8"	""	"2001-11-19 00:00:00.0"	"Completed"	""	"b7e16b43-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"fringilla mi mi tincidunt"	"2203.0"	"2203.0"	""	""	""	""	""	""	""
"682.0"	"2010-05-24 14:35:40.0"	""	""	"b7dd62b3-b8bb-102d-8c2a-9926f351b9ae"	""	"CD20"	""	"2002-01-02 00:00:00.0"	"Completed"	""	"b7dd62b3-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"felis turpis ridiculus mauris"	"682.0"	"682.0"	""	""	""	""	""	""	""
"5318.0"	"2010-05-24 14:35:40.0"	""	""	"b7dd62b3-b8bb-102d-8c2a-9926f351b9ae"	""	"CD3"	""	"2002-01-02 00:00:00.0"	"Completed"	""	"b7dd62b3-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"ullamcorper libero tincidunt"	"5318.0"	"5318.0"	""	""	""	""	""	""	""
"2077.0"	"2010-05-24 14:35:40.0"	""	""	"b7dd62b3-b8bb-102d-8c2a-9926f351b9ae"	""	"CD4"	""	"2002-01-02 00:00:00.0"	"Completed"	""	"b7dd62b3-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"turpis ultricies non libero"	"2077.0"	"2077.0"	""	""	""	""	""	""	""
"3255.0"	"2010-05-24 14:35:40.0"	""	""	"b7dd62b3-b8bb-102d-8c2a-9926f351b9ae"	""	"CD8"	""	"2002-01-02 00:00:00.0"	"Completed"	""	"b7dd62b3-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"libero purus in ipsum dui"	"3255.0"	"3255.0"	""	""	""	""	""	""	""
"123.0"	"2010-05-24 14:35:40.0"	""	""	"b7f29e57-b8bb-102d-8c2a-9926f351b9ae"	""	"CD20"	""	"2003-06-23 00:00:00.0"	"Completed"	""	"b7f29e57-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"egestas donec sem quis nulla"	"123.0"	"123.0"	""	""	""	""	""	""	""
"1299.0"	"2010-05-24 14:35:40.0"	""	""	"b7f29e57-b8bb-102d-8c2a-9926f351b9ae"	""	"CD3"	""	"2003-06-23 00:00:00.0"	"Completed"	""	"b7f29e57-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"lacinia dolor aliquet odio"	"1299.0"	"1299.0"	""	""	""	""	""	""	""
"483.0"	"2010-05-24 14:35:40.0"	""	""	"b7f29e57-b8bb-102d-8c2a-9926f351b9ae"	""	"CD4"	""	"2003-06-23 00:00:00.0"	"Completed"	""	"b7f29e57-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"luctus mollis pellentesque"	"483.0"	"483.0"	""	""	""	""	""	""	""
"793.0"	"2010-05-24 14:35:40.0"	""	""	"b7f29e57-b8bb-102d-8c2a-9926f351b9ae"	""	"CD8"	""	"2003-06-23 00:00:00.0"	"Completed"	""	"b7f29e57-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"in quisque posuere velit"	"793.0"	"793.0"	""	""	""	""	""	""	""
"302.0"	"2010-05-24 14:35:40.0"	""	""	"b7f2a0e5-b8bb-102d-8c2a-9926f351b9ae"	""	"CD20"	""	"2003-07-07 00:00:00.0"	"Completed"	""	"b7f2a0e5-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"ornare id dignissim massa"	"302.0"	"302.0"	""	""	""	""	""	""	""
"5417.0"	"2010-05-24 14:35:40.0"	""	""	"b7f2a0e5-b8bb-102d-8c2a-9926f351b9ae"	""	"CD3"	""	"2003-07-07 00:00:00.0"	"Completed"	""	"b7f2a0e5-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"primis pellentesque adipiscing"	"5417.0"	"5417.0"	""	""	""	""	""	""	""
"1835.0"	"2010-05-24 14:35:40.0"	""	""	"b7f2a0e5-b8bb-102d-8c2a-9926f351b9ae"	""	"CD4"	""	"2003-07-07 00:00:00.0"	"Completed"	""	"b7f2a0e5-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"mi amet ut sem ipsum aliquet"	"1835.0"	"1835.0"	""	""	""	""	""	""	""
"3821.0"	"2010-05-24 14:35:40.0"	""	""	"b7f2a0e5-b8bb-102d-8c2a-9926f351b9ae"	""	"CD8"	""	"2003-07-07 00:00:00.0"	"Completed"	""	"b7f2a0e5-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"dapibus facilisi turpis sed"	"3821.0"	"3821.0"	""	""	""	""	""	""	""
"257.0"	"2010-05-24 14:35:40.0"	""	""	"b7e1972a-b8bb-102d-8c2a-9926f351b9ae"	""	"CD20"	""	"2003-08-25 00:00:00.0"	"Completed"	""	"b7e1972a-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"diam erat penatibus at curabitur"	"257.0"	"257.0"	""	""	""	""	""	""	""
"3431.0"	"2010-05-24 14:35:40.0"	""	""	"b7e1972a-b8bb-102d-8c2a-9926f351b9ae"	""	"CD3"	""	"2003-08-25 00:00:00.0"	"Completed"	""	"b7e1972a-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"ultrices nec natoque et faucibus"	"3431.0"	"3431.0"	""	""	""	""	""	""	""
"1363.0"	"2010-05-24 14:35:40.0"	""	""	"b7e1972a-b8bb-102d-8c2a-9926f351b9ae"	""	"CD4"	""	"2003-08-25 00:00:00.0"	"Completed"	""	"b7e1972a-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"id commodo erat sed faucibus"	"1363.0"	"1363.0"	""	""	""	""	""	""	""
"2091.0"	"2010-05-24 14:35:40.0"	""	""	"b7e1972a-b8bb-102d-8c2a-9926f351b9ae"	""	"CD8"	""	"2003-08-25 00:00:00.0"	"Completed"	""	"b7e1972a-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"porttitor ut amet enim commodo"	"2091.0"	"2091.0"	""	""	""	""	""	""	""
"233.0"	"2010-05-24 14:35:40.0"	""	""	"b7eae190-b8bb-102d-8c2a-9926f351b9ae"	""	"CD20"	""	"2003-09-22 00:00:00.0"	"Completed"	""	"b7eae190-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"diam magna suscipit facilisis"	"233.0"	"233.0"	""	""	""	""	""	""	""
"3496.0"	"2010-05-24 14:35:40.0"	""	""	"b7eae190-b8bb-102d-8c2a-9926f351b9ae"	""	"CD3"	""	"2003-09-22 00:00:00.0"	"Completed"	""	"b7eae190-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"urna mi risus arcu quam amet"	"3496.0"	"3496.0"	""	""	""	""	""	""	""
"1383.0"	"2010-05-24 14:35:40.0"	""	""	"b7eae190-b8bb-102d-8c2a-9926f351b9ae"	""	"CD4"	""	"2003-09-22 00:00:00.0"	"Completed"	""	"b7eae190-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"ut at quam dui id consequat"	"1383.0"	"1383.0"	""	""	""	""	""	""	""
"2125.0"	"2010-05-24 14:35:40.0"	""	""	"b7eae190-b8bb-102d-8c2a-9926f351b9ae"	""	"CD8"	""	"2003-09-22 00:00:00.0"	"Completed"	""	"b7eae190-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"gravida egestas vivamus nam"	"2125.0"	"2125.0"	""	""	""	""	""	""	""
"273.0"	"2010-05-24 14:35:40.0"	""	""	"b7eb7ed2-b8bb-102d-8c2a-9926f351b9ae"	""	"CD20"	""	"2003-10-20 00:00:00.0"	"Completed"	""	"b7eb7ed2-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"laoreet ligula quisque non"	"273.0"	"273.0"	""	""	""	""	""	""	""
"4005.0"	"2010-05-24 14:35:40.0"	""	""	"b7eb7ed2-b8bb-102d-8c2a-9926f351b9ae"	""	"CD3"	""	"2003-10-20 00:00:00.0"	"Completed"	""	"b7eb7ed2-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"lacinia velit gravida senectus"	"4005.0"	"4005.0"	""	""	""	""	""	""	""
"1540.0"	"2010-05-24 14:35:40.0"	""	""	"b7eb7ed2-b8bb-102d-8c2a-9926f351b9ae"	""	"CD4"	""	"2003-10-20 00:00:00.0"	"Completed"	""	"b7eb7ed2-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"vel sed porta lorem nunc"	"1540.0"	"1540.0"	""	""	""	""	""	""	""
"2524.0"	"2010-05-24 14:35:40.0"	""	""	"b7eb7ed2-b8bb-102d-8c2a-9926f351b9ae"	""	"CD8"	""	"2003-10-20 00:00:00.0"	"Completed"	""	"b7eb7ed2-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"massa vel curabitur et consectetur"	"2524.0"	"2524.0"	""	""	""	""	""	""	""
"255.0"	"2010-05-24 14:35:40.0"	""	""	"b7ecf326-b8bb-102d-8c2a-9926f351b9ae"	""	"CD20"	""	"2003-11-25 00:00:00.0"	"Completed"	""	"b7ecf326-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"eros ut habitant adipiscing"	"255.0"	"255.0"	""	""	""	""	""	""	""
"3857.0"	"2010-05-24 14:35:40.0"	""	""	"b7ecf326-b8bb-102d-8c2a-9926f351b9ae"	""	"CD3"	""	"2003-11-25 00:00:00.0"	"Completed"	""	"b7ecf326-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"eget elit ut proin dapibus"	"3857.0"	"3857.0"	""	""	""	""	""	""	""
"1413.0"	"2010-05-24 14:35:40.0"	""	""	"b7ecf326-b8bb-102d-8c2a-9926f351b9ae"	""	"CD4"	""	"2003-11-25 00:00:00.0"	"Completed"	""	"b7ecf326-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"mauris  dapibus leo nunc"	"1413.0"	"1413.0"	""	""	""	""	""	""	""
"2511.0"	"2010-05-24 14:35:40.0"	""	""	"b7ecf326-b8bb-102d-8c2a-9926f351b9ae"	""	"CD8"	""	"2003-11-25 00:00:00.0"	"Completed"	""	"b7ecf326-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"elementum tortor posuere"	"2511.0"	"2511.0"	""	""	""	""	""	""	""
"203.0"	"2010-05-24 14:35:40.0"	""	""	"b7ef015b-b8bb-102d-8c2a-9926f351b9ae"	""	"CD20"	""	"2004-02-09 00:00:00.0"	"Completed"	""	"b7ef015b-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"ante augue nulla phasellus"	"203.0"	"203.0"	""	""	""	""	""	""	""
"2779.0"	"2010-05-24 14:35:40.0"	""	""	"b7ef015b-b8bb-102d-8c2a-9926f351b9ae"	""	"CD3"	""	"2004-02-09 00:00:00.0"	"Completed"	""	"b7ef015b-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"ante sit dolor neque vel"	"2779.0"	"2779.0"	""	""	""	""	""	""	""
"1023.0"	"2010-05-24 14:35:40.0"	""	""	"b7ef015b-b8bb-102d-8c2a-9926f351b9ae"	""	"CD4"	""	"2004-02-09 00:00:00.0"	"Completed"	""	"b7ef015b-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"lacus ipsum vestibulum sodales"	"1023.0"	"1023.0"	""	""	""	""	""	""	""
"1823.0"	"2010-05-24 14:35:40.0"	""	""	"b7ef015b-b8bb-102d-8c2a-9926f351b9ae"	""	"CD8"	""	"2004-02-09 00:00:00.0"	"Completed"	""	"b7ef015b-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"eget neque vestibulum fusce"	"1823.0"	"1823.0"	""	""	""	""	""	""	""
"183.0"	"2010-05-24 14:35:40.0"	""	""	"b7f04850-b8bb-102d-8c2a-9926f351b9ae"	""	"CD20"	""	"2004-03-08 00:00:00.0"	"Completed"	""	"b7f04850-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"ut torquent non iaculis lobortis"	"183.0"	"183.0"	""	""	""	""	""	""	""
"2935.0"	"2010-05-24 14:35:40.0"	""	""	"b7f04850-b8bb-102d-8c2a-9926f351b9ae"	""	"CD3"	""	"2004-03-08 00:00:00.0"	"Completed"	""	"b7f04850-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"eros arcu tellus amet ridiculus"	"2935.0"	"2935.0"	""	""	""	""	""	""	""
"968.0"	"2010-05-24 14:35:40.0"	""	""	"b7f04850-b8bb-102d-8c2a-9926f351b9ae"	""	"CD4"	""	"2004-03-08 00:00:00.0"	"Completed"	""	"b7f04850-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"elit mauris at varius penatibus"	"968.0"	"968.0"	""	""	""	""	""	""	""
"2009.0"	"2010-05-24 14:35:40.0"	""	""	"b7f04850-b8bb-102d-8c2a-9926f351b9ae"	""	"CD8"	""	"2004-03-08 00:00:00.0"	"Completed"	""	"b7f04850-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"nulla felis sit tortor non"	"2009.0"	"2009.0"	""	""	""	""	""	""	""
"241.0"	"2010-05-24 14:35:40.0"	""	""	"b7f25f69-b8bb-102d-8c2a-9926f351b9ae"	""	"CD20"	""	"2004-04-05 00:00:00.0"	"Completed"	""	"b7f25f69-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"risus lorem  feugiat dui"	"241.0"	"241.0"	""	""	""	""	""	""	""
"3818.0"	"2010-05-24 14:35:40.0"	""	""	"b7f25f69-b8bb-102d-8c2a-9926f351b9ae"	""	"CD3"	""	"2004-04-05 00:00:00.0"	"Completed"	""	"b7f25f69-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"urna facilisi purus dis erat"	"3818.0"	"3818.0"	""	""	""	""	""	""	""
"958.0"	"2010-05-24 14:35:40.0"	""	""	"b7f25f69-b8bb-102d-8c2a-9926f351b9ae"	""	"CD4"	""	"2004-04-05 00:00:00.0"	"Completed"	""	"b7f25f69-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"diam eget ipsum leo donec"	"958.0"	"958.0"	""	""	""	""	""	""	""
"2831.0"	"2010-05-24 14:35:40.0"	""	""	"b7f25f69-b8bb-102d-8c2a-9926f351b9ae"	""	"CD8"	""	"2004-04-05 00:00:00.0"	"Completed"	""	"b7f25f69-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"congue nisl egestas vestibulum"	"2831.0"	"2831.0"	""	""	""	""	""	""	""
"237.0"	"2010-05-24 14:35:40.0"	""	""	"b7f383ca-b8bb-102d-8c2a-9926f351b9ae"	""	"CD20"	""	"2004-05-11 00:00:00.0"	"Completed"	""	"b7f383ca-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"molestie at eleifend et ac"	"237.0"	"237.0"	""	""	""	""	""	""	""
"3479.0"	"2010-05-24 14:35:40.0"	""	""	"b7f383ca-b8bb-102d-8c2a-9926f351b9ae"	""	"CD3"	""	"2004-05-11 00:00:00.0"	"Completed"	""	"b7f383ca-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"ipsum molestie mi nunc massa"	"3479.0"	"3479.0"	""	""	""	""	""	""	""
"1203.0"	"2010-05-24 14:35:40.0"	""	""	"b7f383ca-b8bb-102d-8c2a-9926f351b9ae"	""	"CD4"	""	"2004-05-11 00:00:00.0"	"Completed"	""	"b7f383ca-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"fringilla egestas quam sodales"	"1203.0"	"1203.0"	""	""	""	""	""	""	""
"2288.0"	"2010-05-24 14:35:40.0"	""	""	"b7f383ca-b8bb-102d-8c2a-9926f351b9ae"	""	"CD8"	""	"2004-05-11 00:00:00.0"	"Completed"	""	"b7f383ca-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"tincidunt ac posuere lacinia"	"2288.0"	"2288.0"	""	""	""	""	""	""	""
"264.0"	"2010-05-24 14:35:40.0"	""	""	"b7f3f7e5-b8bb-102d-8c2a-9926f351b9ae"	""	"CD20"	""	"2004-06-14 00:00:00.0"	"Completed"	""	"b7f3f7e5-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"dictum et aenean nunc iaculis"	"264.0"	"264.0"	""	""	""	""	""	""	""
"3128.0"	"2010-05-24 14:35:40.0"	""	""	"b7f3f7e5-b8bb-102d-8c2a-9926f351b9ae"	""	"CD3"	""	"2004-06-14 00:00:00.0"	"Completed"	""	"b7f3f7e5-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"lobortis enim id  orci lacinia"	"3128.0"	"3128.0"	""	""	""	""	""	""	""
"1133.0"	"2010-05-24 14:35:40.0"	""	""	"b7f3f7e5-b8bb-102d-8c2a-9926f351b9ae"	""	"CD4"	""	"2004-06-14 00:00:00.0"	"Completed"	""	"b7f3f7e5-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"massa est ligula ac purus"	"1133.0"	"1133.0"	""	""	""	""	""	""	""
"1995.0"	"2010-05-24 14:35:40.0"	""	""	"b7f3f7e5-b8bb-102d-8c2a-9926f351b9ae"	""	"CD8"	""	"2004-06-14 00:00:00.0"	"Completed"	""	"b7f3f7e5-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"condimentum bibendum non"	"1995.0"	"1995.0"	""	""	""	""	""	""	""
"268.0"	"2010-05-24 14:35:40.0"	""	""	"b7f6c50d-b8bb-102d-8c2a-9926f351b9ae"	""	"CD20"	""	"2004-07-20 00:00:00.0"	"Completed"	""	"b7f6c50d-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"imperdiet a tellus consequat"	"268.0"	"268.0"	""	""	""	""	""	""	""
"3384.0"	"2010-05-24 14:35:40.0"	""	""	"b7f6c50d-b8bb-102d-8c2a-9926f351b9ae"	""	"CD3"	""	"2004-07-20 00:00:00.0"	"Completed"	""	"b7f6c50d-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"fringilla integer id sit"	"3384.0"	"3384.0"	""	""	""	""	""	""	""
"1176.0"	"2010-05-24 14:35:40.0"	""	""	"b7f6c50d-b8bb-102d-8c2a-9926f351b9ae"	""	"CD4"	""	"2004-07-20 00:00:00.0"	"Completed"	""	"b7f6c50d-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"augue magna luctus vivamus"	"1176.0"	"1176.0"	""	""	""	""	""	""	""
"2220.0"	"2010-05-24 14:35:40.0"	""	""	"b7f6c50d-b8bb-102d-8c2a-9926f351b9ae"	""	"CD8"	""	"2004-07-20 00:00:00.0"	"Completed"	""	"b7f6c50d-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"congue lorem metus pharetra"	"2220.0"	"2220.0"	""	""	""	""	""	""	""
"266.0"	"2010-05-24 14:35:40.0"	""	""	"b7f7905d-b8bb-102d-8c2a-9926f351b9ae"	""	"CD20"	""	"2004-08-17 00:00:00.0"	"Completed"	""	"b7f7905d-b8bb-102d-8c2a-9926f351b9ae"	"test2312318"	""	"vitae nascetur massa dictumst"	"266.0"	"266.0"	""	""	""	""	""	""	""
